,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adj Close
2020-12-23 11:00:00-05:00,1876.0999755859375,1879.4000244140625,1874.300048828125,1878.5999755859375,7713.0,0.0,0.0,
2020-12-23 12:00:00-05:00,1878.699951171875,1879.5999755859375,1875.5999755859375,1877.300048828125,5367.0,0.0,0.0,
2020-12-23 13:00:00-05:00,1877.300048828125,1878.800048828125,1877.199951171875,1877.699951171875,5185.0,0.0,0.0,
2020-12-23 14:00:00-05:00,1877.699951171875,1878.5,1874.5999755859375,1876.199951171875,4738.0,0.0,0.0,
2020-12-23 15:00:00-05:00,1876.300048828125,1877.300048828125,1874.300048828125,1876.800048828125,2842.0,0.0,0.0,
2020-12-23 16:00:00-05:00,1876.699951171875,1877.5,1875.9000244140625,1877.300048828125,1201.0,0.0,0.0,
2020-12-23 18:00:00-05:00,1877.300048828125,1878.0,1875.199951171875,1876.800048828125,0.0,0.0,0.0,
2020-12-23 19:00:00-05:00,1876.9000244140625,1877.9000244140625,1876.0,1877.4000244140625,1066.0,0.0,0.0,
2020-12-23 20:00:00-05:00,1877.300048828125,1882.199951171875,1876.5,1881.0,5313.0,0.0,0.0,
2020-12-23 21:00:00-05:00,1881.0,1884.5,1881.0,1881.300048828125,4050.0,0.0,0.0,
2020-12-23 22:00:00-05:00,1881.199951171875,1881.9000244140625,1877.699951171875,1880.199951171875,3831.0,0.0,0.0,
2020-12-23 23:00:00-05:00,1880.199951171875,1880.199951171875,1878.0,1879.5999755859375,1705.0,0.0,0.0,
2020-12-24 09:30:00-05:00,1877.5999755859375,1881.5,1873.0999755859375,1880.5999755859375,12883.0,0.0,0.0,
2020-12-24 10:30:00-05:00,1880.5999755859375,1883.300048828125,1880.4000244140625,1881.199951171875,7565.0,0.0,0.0,
2020-12-24 11:30:00-05:00,1881.199951171875,1883.5,1881.0999755859375,1882.5,5057.0,0.0,0.0,
2020-12-24 12:30:00-05:00,1882.5999755859375,1883.5,1881.699951171875,1883.199951171875,4376.0,0.0,0.0,
2020-12-24 13:00:00-05:00,1883.199951171875,1883.800048828125,1882.800048828125,1883.199951171875,2104.0,0.0,0.0,
2020-12-27 18:00:00-05:00,1887.0,1894.699951171875,1885.5999755859375,1892.5999755859375,3990.0,0.0,0.0,
2020-12-27 19:00:00-05:00,1892.4000244140625,1893.5999755859375,1890.199951171875,1891.800048828125,3247.0,0.0,0.0,
2020-12-27 20:00:00-05:00,1891.800048828125,1903.0999755859375,1891.800048828125,1902.199951171875,12636.0,0.0,0.0,
2020-12-27 21:00:00-05:00,1902.300048828125,1904.0999755859375,1900.300048828125,1900.699951171875,4188.0,0.0,0.0,
2020-12-27 22:00:00-05:00,1900.699951171875,1900.800048828125,1897.300048828125,1899.300048828125,3310.0,0.0,0.0,
2020-12-27 23:00:00-05:00,1899.300048828125,1899.699951171875,1897.9000244140625,1899.0999755859375,1304.0,0.0,0.0,
2020-12-28 00:00:00-05:00,1899.199951171875,1900.300048828125,1892.4000244140625,1894.699951171875,6248.0,0.0,0.0,
2020-12-28 01:00:00-05:00,1894.699951171875,1895.0999755859375,1881.5999755859375,1891.0,10515.0,0.0,0.0,
2020-12-28 02:00:00-05:00,1890.9000244140625,1891.5,1888.0999755859375,1888.9000244140625,4424.0,0.0,0.0,
2020-12-28 03:00:00-05:00,1889.0,1890.300048828125,1885.699951171875,1887.300048828125,5229.0,0.0,0.0,
2020-12-28 04:00:00-05:00,1887.199951171875,1889.5,1885.0999755859375,1889.300048828125,4595.0,0.0,0.0,
2020-12-28 05:00:00-05:00,1889.199951171875,1889.800048828125,1881.0999755859375,1883.5999755859375,7144.0,0.0,0.0,
2020-12-28 06:00:00-05:00,1883.5999755859375,1884.199951171875,1873.0,1876.5,12135.0,0.0,0.0,
2020-12-28 07:00:00-05:00,1876.5,1881.4000244140625,1875.699951171875,1879.9000244140625,6642.0,0.0,0.0,
2020-12-28 08:00:00-05:00,1879.800048828125,1892.5999755859375,1879.4000244140625,1892.300048828125,17243.0,0.0,0.0,
2020-12-28 09:00:00-05:00,1892.300048828125,1900.0999755859375,1891.5999755859375,1898.699951171875,20610.0,0.0,0.0,
2020-12-28 10:00:00-05:00,1898.699951171875,1901.4000244140625,1882.800048828125,1885.0999755859375,26169.0,0.0,0.0,
2020-12-28 11:00:00-05:00,1885.0,1887.300048828125,1881.0,1883.4000244140625,13622.0,0.0,0.0,
2020-12-28 12:00:00-05:00,1883.4000244140625,1883.699951171875,1879.199951171875,1880.300048828125,8678.0,0.0,0.0,
2020-12-28 13:00:00-05:00,1880.199951171875,1882.800048828125,1875.699951171875,1879.4000244140625,11593.0,0.0,0.0,
2020-12-28 14:00:00-05:00,1879.5999755859375,1881.4000244140625,1876.699951171875,1879.5999755859375,4828.0,0.0,0.0,
2020-12-28 15:00:00-05:00,1879.5999755859375,1879.699951171875,1876.4000244140625,1877.5,3583.0,0.0,0.0,
2020-12-28 16:00:00-05:00,1877.4000244140625,1877.800048828125,1874.5999755859375,1877.199951171875,2034.0,0.0,0.0,
2020-12-28 18:00:00-05:00,1878.0,1881.199951171875,1876.800048828125,1880.5,0.0,0.0,0.0,
2020-12-28 19:00:00-05:00,1880.5,1884.0,1880.199951171875,1882.300048828125,2603.0,0.0,0.0,
2020-12-28 20:00:00-05:00,1883.4000244140625,1886.5999755859375,1881.199951171875,1882.0999755859375,5815.0,0.0,0.0,
2020-12-28 21:00:00-05:00,1882.0999755859375,1883.300048828125,1878.5,1881.5,4641.0,0.0,0.0,
2020-12-28 22:00:00-05:00,1881.5,1885.300048828125,1878.5,1883.199951171875,5726.0,0.0,0.0,
2020-12-28 23:00:00-05:00,1883.300048828125,1884.5999755859375,1881.300048828125,1881.300048828125,1967.0,0.0,0.0,
2020-12-29 00:00:00-05:00,1881.199951171875,1883.699951171875,1879.4000244140625,1881.0,4849.0,0.0,0.0,
2020-12-29 01:00:00-05:00,1881.0999755859375,1883.5,1879.0,1881.699951171875,5197.0,0.0,0.0,
2020-12-29 02:00:00-05:00,1881.699951171875,1882.9000244140625,1880.199951171875,1882.9000244140625,3616.0,0.0,0.0,
2020-12-29 03:00:00-05:00,1882.9000244140625,1887.0,1881.199951171875,1881.5,6740.0,0.0,0.0,
2020-12-29 04:00:00-05:00,1881.5999755859375,1887.800048828125,1880.4000244140625,1885.9000244140625,6081.0,0.0,0.0,
2020-12-29 05:00:00-05:00,1886.0,1887.199951171875,1880.5999755859375,1882.0,7938.0,0.0,0.0,
2020-12-29 06:00:00-05:00,1882.0,1885.0,1881.300048828125,1881.800048828125,3720.0,0.0,0.0,
2020-12-29 07:00:00-05:00,1881.800048828125,1884.199951171875,1880.0999755859375,1882.199951171875,5633.0,0.0,0.0,
2020-12-29 08:00:00-05:00,1882.300048828125,1885.5,1878.199951171875,1884.199951171875,13458.0,0.0,0.0,
2020-12-29 09:00:00-05:00,1884.300048828125,1885.5999755859375,1881.5,1882.9000244140625,12241.0,0.0,0.0,
2020-12-29 10:00:00-05:00,1882.9000244140625,1884.800048828125,1875.5999755859375,1883.699951171875,18025.0,0.0,0.0,
2020-12-29 11:00:00-05:00,1883.699951171875,1891.300048828125,1882.800048828125,1885.699951171875,14443.0,0.0,0.0,
2020-12-29 12:00:00-05:00,1885.699951171875,1886.4000244140625,1881.699951171875,1883.300048828125,7259.0,0.0,0.0,
2020-12-29 13:00:00-05:00,1883.300048828125,1883.699951171875,1881.0999755859375,1882.0,6850.0,0.0,0.0,
2020-12-29 14:00:00-05:00,1882.0,1882.9000244140625,1880.0999755859375,1882.699951171875,3386.0,0.0,0.0,
2020-12-29 15:00:00-05:00,1882.699951171875,1883.5999755859375,1881.9000244140625,1882.5999755859375,2260.0,0.0,0.0,
2020-12-29 16:00:00-05:00,1882.699951171875,1883.0,1880.800048828125,1882.5,1340.0,0.0,0.0,
2020-12-29 18:00:00-05:00,1881.800048828125,1882.800048828125,1880.5999755859375,1882.5,0.0,0.0,0.0,
2020-12-29 19:00:00-05:00,1882.5999755859375,1884.4000244140625,1881.300048828125,1883.5,1685.0,0.0,0.0,
2020-12-29 20:00:00-05:00,1883.4000244140625,1888.300048828125,1883.0999755859375,1886.800048828125,5546.0,0.0,0.0,
2020-12-29 21:00:00-05:00,1886.800048828125,1888.0,1886.199951171875,1887.199951171875,2352.0,0.0,0.0,
2020-12-29 22:00:00-05:00,1887.0999755859375,1889.199951171875,1887.0,1888.0999755859375,2525.0,0.0,0.0,
2020-12-29 23:00:00-05:00,1888.0999755859375,1890.0999755859375,1888.0999755859375,1889.5,1926.0,0.0,0.0,
2020-12-30 00:00:00-05:00,1889.300048828125,1889.4000244140625,1885.5,1885.9000244140625,3622.0,0.0,0.0,
2020-12-30 01:00:00-05:00,1885.9000244140625,1886.800048828125,1883.9000244140625,1886.4000244140625,3355.0,0.0,0.0,
2020-12-30 02:00:00-05:00,1886.4000244140625,1886.699951171875,1882.0,1882.5,3841.0,0.0,0.0,
2020-12-30 03:00:00-05:00,1882.5,1884.199951171875,1881.0,1881.800048828125,5640.0,0.0,0.0,
2020-12-30 04:00:00-05:00,1881.699951171875,1883.5999755859375,1881.5,1882.300048828125,3309.0,0.0,0.0,
2020-12-30 05:00:00-05:00,1882.199951171875,1883.5,1881.699951171875,1883.0999755859375,3837.0,0.0,0.0,
2020-12-30 06:00:00-05:00,1883.0999755859375,1885.0999755859375,1881.0,1882.199951171875,4262.0,0.0,0.0,
2020-12-30 07:00:00-05:00,1882.0999755859375,1884.0,1881.199951171875,1883.800048828125,3858.0,0.0,0.0,
2020-12-30 08:00:00-05:00,1883.800048828125,1888.0999755859375,1879.5,1887.699951171875,15440.0,0.0,0.0,
2020-12-30 09:00:00-05:00,1887.699951171875,1892.0,1883.0999755859375,1891.699951171875,21145.0,0.0,0.0,
2020-12-30 10:00:00-05:00,1891.5,1892.199951171875,1887.300048828125,1889.0999755859375,12707.0,0.0,0.0,
2020-12-30 11:00:00-05:00,1889.0999755859375,1891.0999755859375,1888.0999755859375,1890.800048828125,6079.0,0.0,0.0,
2020-12-30 12:00:00-05:00,1890.699951171875,1893.4000244140625,1888.9000244140625,1893.0999755859375,7385.0,0.0,0.0,
2020-12-30 13:00:00-05:00,1893.199951171875,1895.4000244140625,1892.5999755859375,1895.0,8111.0,0.0,0.0,
2020-12-30 14:00:00-05:00,1895.0,1896.300048828125,1893.5999755859375,1894.0,3627.0,0.0,0.0,
2020-12-30 15:00:00-05:00,1894.0,1897.9000244140625,1893.699951171875,1897.699951171875,3430.0,0.0,0.0,
2020-12-30 16:00:00-05:00,1897.5999755859375,1899.0,1896.4000244140625,1898.5999755859375,3238.0,0.0,0.0,
2020-12-30 18:00:00-05:00,1899.0,1900.199951171875,1897.5999755859375,1899.5,0.0,0.0,0.0,
2020-12-30 19:00:00-05:00,1899.5999755859375,1900.699951171875,1898.4000244140625,1900.300048828125,2290.0,0.0,0.0,
2020-12-30 20:00:00-05:00,1900.199951171875,1904.9000244140625,1898.699951171875,1901.0999755859375,7775.0,0.0,0.0,
2020-12-30 21:00:00-05:00,1901.0999755859375,1902.699951171875,1893.699951171875,1895.5,5902.0,0.0,0.0,
2020-12-30 22:00:00-05:00,1895.4000244140625,1896.5,1890.9000244140625,1892.9000244140625,6063.0,0.0,0.0,
2020-12-30 23:00:00-05:00,1892.9000244140625,1893.9000244140625,1891.699951171875,1892.699951171875,1834.0,0.0,0.0,
2020-12-31 00:00:00-05:00,1892.699951171875,1895.300048828125,1889.0999755859375,1894.0999755859375,3689.0,0.0,0.0,
2020-12-31 01:00:00-05:00,1894.0999755859375,1895.5,1890.5,1892.199951171875,5636.0,0.0,0.0,
2020-12-31 02:00:00-05:00,1892.0999755859375,1898.4000244140625,1891.699951171875,1896.699951171875,6639.0,0.0,0.0,
2020-12-31 03:00:00-05:00,1896.800048828125,1897.5999755859375,1894.300048828125,1897.5999755859375,5692.0,0.0,0.0,
2020-12-31 04:00:00-05:00,1897.699951171875,1900.0,1895.9000244140625,1898.699951171875,5107.0,0.0,0.0,
2020-12-31 05:00:00-05:00,1898.5999755859375,1899.4000244140625,1896.0,1897.199951171875,3943.0,0.0,0.0,
2020-12-31 06:00:00-05:00,1897.199951171875,1899.4000244140625,1896.800048828125,1897.9000244140625,2399.0,0.0,0.0,
2020-12-31 07:00:00-05:00,1897.800048828125,1899.0,1896.699951171875,1897.9000244140625,3066.0,0.0,0.0,
2020-12-31 08:00:00-05:00,1897.800048828125,1903.0999755859375,1897.0,1902.4000244140625,8158.0,0.0,0.0,
2020-12-31 09:00:00-05:00,1902.5,1904.0,1895.5999755859375,1896.800048828125,11958.0,0.0,0.0,
2020-12-31 10:00:00-05:00,1896.800048828125,1904.4000244140625,1895.800048828125,1903.0,12763.0,0.0,0.0,
2020-12-31 11:00:00-05:00,1902.9000244140625,1904.4000244140625,1898.0999755859375,1899.699951171875,9764.0,0.0,0.0,
2020-12-31 12:00:00-05:00,1899.699951171875,1900.199951171875,1896.300048828125,1898.0999755859375,5870.0,0.0,0.0,
2020-12-31 13:00:00-05:00,1898.0999755859375,1898.5999755859375,1893.800048828125,1897.300048828125,7407.0,0.0,0.0,
2020-12-31 14:00:00-05:00,1897.300048828125,1900.9000244140625,1897.0,1900.4000244140625,3113.0,0.0,0.0,
2020-12-31 15:00:00-05:00,1900.300048828125,1904.0999755859375,1899.9000244140625,1903.699951171875,3655.0,0.0,0.0,
2020-12-31 16:00:00-05:00,1903.699951171875,1904.0999755859375,1900.199951171875,1901.5999755859375,1672.0,0.0,0.0,
2021-01-03 18:00:00-05:00,1908.199951171875,1918.9000244140625,1906.0999755859375,1917.4000244140625,11710.0,0.0,0.0,
2021-01-03 19:00:00-05:00,1917.0999755859375,1918.5,1914.5999755859375,1917.9000244140625,4148.0,0.0,0.0,
2021-01-03 20:00:00-05:00,1917.9000244140625,1923.4000244140625,1916.9000244140625,1921.5,12096.0,0.0,0.0,
2021-01-03 21:00:00-05:00,1921.5,1926.0,1920.300048828125,1925.699951171875,6654.0,0.0,0.0,
2021-01-03 22:00:00-05:00,1925.800048828125,1929.199951171875,1924.800048828125,1927.4000244140625,5775.0,0.0,0.0,
2021-01-03 23:00:00-05:00,1927.300048828125,1927.9000244140625,1924.5,1926.9000244140625,3028.0,0.0,0.0,
2021-01-04 00:00:00-05:00,1926.9000244140625,1927.4000244140625,1923.4000244140625,1926.0999755859375,4186.0,0.0,0.0,
2021-01-04 01:00:00-05:00,1926.199951171875,1930.0,1925.9000244140625,1927.4000244140625,6761.0,0.0,0.0,
2021-01-04 02:00:00-05:00,1927.5,1929.5999755859375,1926.800048828125,1928.800048828125,4400.0,0.0,0.0,
2021-01-04 03:00:00-05:00,1928.9000244140625,1939.0999755859375,1928.5999755859375,1936.4000244140625,16301.0,0.0,0.0,
2021-01-04 04:00:00-05:00,1936.300048828125,1938.5,1935.0,1936.199951171875,5203.0,0.0,0.0,
2021-01-04 05:00:00-05:00,1936.0999755859375,1938.699951171875,1931.800048828125,1937.9000244140625,8771.0,0.0,0.0,
2021-01-04 06:00:00-05:00,1937.800048828125,1941.0,1936.5999755859375,1937.800048828125,9570.0,0.0,0.0,
2021-01-04 07:00:00-05:00,1937.699951171875,1939.0999755859375,1934.0,1935.800048828125,11720.0,0.0,0.0,
2021-01-04 08:00:00-05:00,1935.800048828125,1946.4000244140625,1933.5999755859375,1944.300048828125,27197.0,0.0,0.0,
2021-01-04 09:00:00-05:00,1944.300048828125,1948.0,1940.699951171875,1945.5999755859375,24899.0,0.0,0.0,
2021-01-04 10:00:00-05:00,1945.699951171875,1948.699951171875,1933.0,1947.300048828125,36877.0,0.0,0.0,
2021-01-04 11:00:00-05:00,1947.300048828125,1948.0999755859375,1941.5999755859375,1944.300048828125,17088.0,0.0,0.0,
2021-01-04 12:00:00-05:00,1944.300048828125,1945.9000244140625,1936.0999755859375,1941.199951171875,16950.0,0.0,0.0,
2021-01-04 13:00:00-05:00,1941.0999755859375,1948.199951171875,1940.300048828125,1948.0999755859375,13474.0,0.0,0.0,
2021-01-04 14:00:00-05:00,1948.199951171875,1948.199951171875,1943.699951171875,1946.9000244140625,4677.0,0.0,0.0,
2021-01-04 15:00:00-05:00,1946.9000244140625,1948.5,1945.4000244140625,1947.9000244140625,4755.0,0.0,0.0,
2021-01-04 16:00:00-05:00,1948.0,1948.199951171875,1945.9000244140625,1946.699951171875,2006.0,0.0,0.0,
2021-01-04 18:00:00-05:00,1946.0,1949.199951171875,1944.0999755859375,1945.5,0.0,0.0,0.0,
2021-01-04 19:00:00-05:00,1945.4000244140625,1945.4000244140625,1942.0,1942.699951171875,3933.0,0.0,0.0,
2021-01-04 20:00:00-05:00,1942.699951171875,1944.0,1938.4000244140625,1941.0,7537.0,0.0,0.0,
2021-01-04 21:00:00-05:00,1941.0999755859375,1943.699951171875,1940.199951171875,1942.800048828125,4150.0,0.0,0.0,
2021-01-04 22:00:00-05:00,1942.699951171875,1947.800048828125,1942.5999755859375,1945.0,4945.0,0.0,0.0,
2021-01-04 23:00:00-05:00,1945.0,1945.699951171875,1940.800048828125,1942.9000244140625,3611.0,0.0,0.0,
2021-01-05 00:00:00-05:00,1943.800048828125,1944.800048828125,1941.5,1942.4000244140625,3233.0,0.0,0.0,
2021-01-05 01:00:00-05:00,1942.4000244140625,1946.199951171875,1940.800048828125,1944.5,5568.0,0.0,0.0,
2021-01-05 02:00:00-05:00,1944.4000244140625,1947.699951171875,1942.699951171875,1943.300048828125,4459.0,0.0,0.0,
2021-01-05 03:00:00-05:00,1943.4000244140625,1947.4000244140625,1943.0999755859375,1946.0999755859375,4214.0,0.0,0.0,
2021-01-05 04:00:00-05:00,1946.0999755859375,1952.0,1945.5,1949.5,9246.0,0.0,0.0,
2021-01-05 05:00:00-05:00,1949.5,1951.5,1947.300048828125,1950.800048828125,5109.0,0.0,0.0,
2021-01-05 06:00:00-05:00,1950.699951171875,1954.199951171875,1950.0999755859375,1953.800048828125,7626.0,0.0,0.0,
2021-01-05 07:00:00-05:00,1953.800048828125,1954.5999755859375,1948.800048828125,1952.5,10332.0,0.0,0.0,
2021-01-05 08:00:00-05:00,1952.5999755859375,1955.4000244140625,1949.5,1952.9000244140625,17302.0,0.0,0.0,
2021-01-05 09:00:00-05:00,1953.0,1956.0,1944.4000244140625,1948.800048828125,23805.0,0.0,0.0,
2021-01-05 10:00:00-05:00,1948.699951171875,1951.9000244140625,1941.800048828125,1946.4000244140625,25001.0,0.0,0.0,
2021-01-05 11:00:00-05:00,1946.4000244140625,1954.800048828125,1945.5999755859375,1953.800048828125,14020.0,0.0,0.0,
2021-01-05 12:00:00-05:00,1954.0,1955.300048828125,1951.199951171875,1953.4000244140625,8463.0,0.0,0.0,
2021-01-05 13:00:00-05:00,1953.4000244140625,1955.699951171875,1952.199951171875,1954.800048828125,9216.0,0.0,0.0,
2021-01-05 14:00:00-05:00,1954.9000244140625,1957.0,1953.5,1954.699951171875,5594.0,0.0,0.0,
2021-01-05 15:00:00-05:00,1954.699951171875,1955.699951171875,1951.699951171875,1953.0,8541.0,0.0,0.0,
2021-01-05 16:00:00-05:00,1953.0,1954.300048828125,1951.199951171875,1953.699951171875,2661.0,0.0,0.0,
2021-01-05 18:00:00-05:00,1952.800048828125,1959.0,1952.699951171875,1954.0,0.0,0.0,0.0,
2021-01-05 19:00:00-05:00,1954.199951171875,1956.4000244140625,1952.300048828125,1955.199951171875,5360.0,0.0,0.0,
2021-01-05 20:00:00-05:00,1955.0999755859375,1958.5,1949.300048828125,1951.0999755859375,12861.0,0.0,0.0,
2021-01-05 21:00:00-05:00,1951.0999755859375,1953.4000244140625,1945.300048828125,1947.4000244140625,8610.0,0.0,0.0,
2021-01-05 22:00:00-05:00,1947.4000244140625,1951.699951171875,1945.300048828125,1945.300048828125,7506.0,0.0,0.0,
2021-01-05 23:00:00-05:00,1945.199951171875,1951.800048828125,1944.199951171875,1947.9000244140625,8473.0,0.0,0.0,
2021-01-06 00:00:00-05:00,1948.199951171875,1950.0999755859375,1946.199951171875,1946.800048828125,4117.0,0.0,0.0,
2021-01-06 01:00:00-05:00,1946.699951171875,1949.4000244140625,1946.199951171875,1948.0,4253.0,0.0,0.0,
2021-01-06 02:00:00-05:00,1948.0,1953.0,1946.4000244140625,1951.300048828125,8284.0,0.0,0.0,
2021-01-06 03:00:00-05:00,1951.199951171875,1959.9000244140625,1949.5999755859375,1956.300048828125,10400.0,0.0,0.0,
2021-01-06 04:00:00-05:00,1956.300048828125,1961.0,1956.0999755859375,1960.9000244140625,7957.0,0.0,0.0,
2021-01-06 05:00:00-05:00,1960.800048828125,1962.5,1957.5,1959.699951171875,10097.0,0.0,0.0,
2021-01-06 06:00:00-05:00,1959.5,1960.9000244140625,1948.0999755859375,1948.199951171875,12010.0,0.0,0.0,
2021-01-06 07:00:00-05:00,1948.0999755859375,1951.4000244140625,1926.199951171875,1935.9000244140625,34333.0,0.0,0.0,
2021-01-06 08:00:00-05:00,1935.9000244140625,1946.199951171875,1932.800048828125,1935.300048828125,27143.0,0.0,0.0,
2021-01-06 09:00:00-05:00,1935.199951171875,1940.199951171875,1929.199951171875,1934.5999755859375,29582.0,0.0,0.0,
2021-01-06 10:00:00-05:00,1934.4000244140625,1936.0,1905.5999755859375,1911.5,56697.0,0.0,0.0,
